,Chr,Start,Stop,Samples,Sample_indices,Strand,Listing,Listing_subject,High,Low,UniqueIdentifier,pt87_lo_TPM,pt87_lo_Reads,pt214_hi_TPM,pt214_hi_Reads,pt214_lo_TPM,pt214_lo_Reads,pt221_lo_TPM,pt221_lo_Reads,pt226_lo_TPM,pt226_lo_Reads,pt221_hi_TPM,pt221_hi_Reads,pt226_hi_TPM,pt226_hi_Reads,pt212_lo_TPM,pt212_lo_Reads,pt87_hi_TPM,pt87_hi_Reads,pt212_hi_TPM,pt212_hi_Reads,Annotation,Distance to TSS,Nearest Ensembl,Gene Name,Gene Description,Gene Type,Annotations_short,CpG%,GC%,TRA,AIRE,Fezf2,Housekeeping,AIRE_dep_TRA,Fezf2_dep_TRA,other_TRA,Class
15661,chr15,45162182,45162184,"pt214_hi,pt87_hi","pt214_hi_14056,pt87_hi_13018",+,2,2,2,0,15661,0.0,0.0,4.64378372805894,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.07261343578469,2.0,0.0,0.0,"intron (NM_175940, intron 30 of 33)",19024,ENSG00000138606,SHF,Src homology 2 domain containing F,protein-coding,intron,0.028333,0.582363,False,False,False,False,False,False,False,High
15685,chr15,48878082,48878093,"pt214_hi,pt226_hi","pt214_hi_14062,pt226_hi_9386",+,2,2,2,0,15685,0.0,0.0,2.2710346664040695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.65540184517426,2.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_014335),-46,ENSG00000255302,EID1,EP300 interacting inhibitor of differentiation 1,protein-coding,promoter-TSS,0.055,0.469218,False,False,False,False,False,False,False,High
15687,chr15,48878730,48878746,"pt212_hi,pt226_hi","pt212_hi_12432,pt226_hi_9390",+,2,2,2,0,15687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.357167115879836,2.0,0.0,0.0,0.0,0.0,2.639493881976792,2.0,"exon (NM_014335, exon 1 of 1)",604,ENSG00000255302,EID1,EP300 interacting inhibitor of differentiation 1,protein-coding,exon,0.053333,0.550749,False,False,False,False,False,False,False,High
15766,chr15,55319211,55319227,"pt214_hi,pt226_hi","pt214_hi_14079,pt226_hi_9398",+,2,2,2,0,15766,0.0,0.0,2.5536686843054808,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03566446350784,2.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_004855),-3,ENSG00000069943,PIGB,phosphatidylinositol glycan anchor biosynthesis class B,protein-coding,promoter-TSS,0.063333,0.539101,False,False,False,False,False,False,False,High
15788,chr15,57299986,57299993,"pt214_hi,pt87_hi","pt214_hi_14084,pt87_hi_13038",+,2,2,2,0,15788,0.0,0.0,2.79940964654919,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8958394060523625,2.0,0.0,0.0,promoter-TSS (NR_024433),-375,ENSG00000247982,LINC00926,long intergenic non-protein coding RNA 926,ncRNA,promoter-TSS,0.018333,0.52579,False,False,False,False,False,False,False,High
15798,chr15,57548577,57548589,"pt226_hi,pt87_hi","pt226_hi_9404,pt87_hi_13043",+,2,2,2,0,15798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.314573434201608,2.0,0.0,0.0,3.4459634352257,2.0,0.0,0.0,"3' UTR (NM_001252335, exon 20 of 20)",-43321,ENSG00000137878,GCOM1,GRINL1A complex locus 1,protein-coding,3' UTR,0.003333,0.449251,False,False,False,False,False,False,False,High
15851,chr15,60349109,60349120,"pt212_hi,pt226_hi","pt212_hi_12683,pt226_hi_9584",-,2,2,2,0,15851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.001851340115495,4.0,0.0,0.0,0.0,0.0,12.294403662008637,2.0,"exon (NM_004039, exon 12 of 13)",48871,ENSG00000182718,ANXA2,annexin A2,protein-coding,exon,0.02,0.402662,False,False,False,False,False,False,False,High
15873,chr15,60382388,60382413,"pt212_hi,pt87_hi","pt212_hi_12685,pt87_hi_13300",-,2,2,2,0,15873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410711470304543,2.0,6.254924292083382,3.0,"exon (NM_004039, exon 3 of 13)",15585,ENSG00000182718,ANXA2,annexin A2,protein-coding,exon,0.005,0.386023,False,False,False,False,False,False,False,High
15927,chr15,63048356,63048388,"pt226_hi,pt87_hi","pt226_hi_9410,pt87_hi_13055",+,2,2,2,0,15927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.991415336205735,5.0,0.0,0.0,3.6215644455314098,2.0,0.0,0.0,promoter-TSS (NM_001365782),-117,ENSG00000140416,TPM1,tropomyosin 1,protein-coding,promoter-TSS,0.088333,0.665557,False,False,False,False,False,False,False,High
15948,chr15,63896276,63896281,"pt221_hi,pt87_hi","pt221_hi_8853,pt87_hi_13316",-,2,2,2,0,15948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5099603583289607,4.0,0.0,0.0,0.0,0.0,11.30126761763298,2.0,0.0,0.0,Intergenic,-25260,ENSG00000199156,MIR422A,microRNA 422a,ncRNA,Intergeni,0.02,0.505824,False,False,False,False,False,False,False,High
15962,chr15,64156885,64156906,"pt214_hi,pt221_hi","pt214_hi_14362,pt221_hi_8858",-,2,2,2,0,15962,0.0,0.0,3.59517046374026,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.437940555022029,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_000942, exon 4 of 5)",5165,ENSG00000157734,SNX22,sorting nexin 22,protein-coding,exon,0.023333,0.55574,False,False,False,False,False,False,False,High
16122,chr15,68784470,68784489,"pt212_hi,pt214_hi","pt212_hi_12731,pt214_hi_14403",-,2,2,2,0,16122,0.0,0.0,2.2710346664040695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5284591966458425,2.0,"exon (NM_006305, exon 4 of 7)",17445,ENSG00000265195,MIR4312,microRNA 4312,ncRNA,exon,0.025,0.50416,False,False,False,False,False,False,False,High
16151,chr15,70048209,70048229,"pt214_hi,pt226_hi","pt214_hi_14407,pt226_hi_9635",-,2,2,2,0,16151,0.0,0.0,16.84562177627358,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5423136765546195,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"3' UTR (NM_001105192, exon 20 of 20)",31249,ENSG00000207965,MIR629,microRNA 629,ncRNA,3' UTR,0.023333,0.477537,False,False,False,False,False,False,False,High
16153,chr15,70048504,70048523,"pt214_hi,pt226_hi","pt214_hi_14409,pt226_hi_9636",-,2,2,2,0,16153,0.0,0.0,3.16749085792072,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7119155100643138,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"3' UTR (NM_001105192, exon 20 of 20)",30954,ENSG00000207965,MIR629,microRNA 629,ncRNA,3' UTR,0.011667,0.470882,False,False,False,False,False,False,False,High
16164,chr15,70763517,70763558,"pt212_hi,pt214_hi","pt212_hi_12739,pt214_hi_14417",-,2,2,2,0,16164,0.0,0.0,6.38368980460494,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.984521692016646,3.0,promoter-TSS (NM_018003),20,ENSG00000137831,UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats,protein-coding,promoter-TSS,0.066667,0.622296,False,False,False,False,False,False,False,High
16175,chr15,72199227,72199238,"pt221_hi,pt87_hi","pt221_hi_8887,pt87_hi_13374",-,2,2,2,0,16175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.505643918810447,7.0,0.0,0.0,0.0,0.0,12.46362704746711,2.0,0.0,0.0,"3' UTR (NM_001316318, exon 11 of 11)",-1446,ENSG00000175318,GRAMD2A,GRAM domain containing 2A,protein-coding,3' UTR,0.015,0.584027,False,True,False,False,False,False,False,High
16185,chr15,72208829,72208844,"pt212_hi,pt214_hi","pt212_hi_12743,pt214_hi_14423",-,2,2,2,0,16185,0.0,0.0,5.9119059548389306,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.639493881976792,2.0,"exon (NM_001316318, exon 6 of 11)",-11050,ENSG00000175318,GRAMD2A,GRAM domain containing 2A,protein-coding,exon,0.015,0.520799,False,True,False,False,False,False,False,High
16188,chr15,72210379,72210388,"pt212_hi,pt221_hi,pt226_hi,pt87_hi","pt212_hi_12745,pt221_hi_8890,pt226_hi_9643,pt87_hi_13378",-,4,4,4,0,16188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5412142012537924,8.0,3.563823520378993,5.0,0.0,0.0,7.54719350089844,2.0,8.88188794836186,2.0,"exon (NM_001316318, exon 4 of 11)",-12597,ENSG00000175318,GRAMD2A,GRAM domain containing 2A,protein-coding,exon,0.02,0.499168,False,True,False,False,False,False,False,High
16190,chr15,72217434,72217451,"pt212_hi,pt226_hi","pt212_hi_12747,pt226_hi_9644",-,2,2,2,0,16190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8053161736660766,3.0,0.0,0.0,0.0,0.0,7.237680099497641,2.0,"exon (NM_001316318, exon 3 of 11)",12468,ENSG00000067225,PKM,pyruvate kinase M1/2,protein-coding,exon,0.008333,0.419301,False,False,False,False,False,False,False,High
16236,chr15,73994584,73994614,"pt212_hi,pt214_hi,pt87_hi","pt212_hi_12761,pt212_hi_12762,pt214_hi_14437,pt87_hi_13395",-,3,3,3,0,16236,0.0,0.0,3.4692709683614646,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.898286724330733,3.0,8.691563541333903,4.0,promoter-TSS (NM_033238),23,ENSG00000067221,STOML1,stomatin like 1,protein-coding,promoter-TSS,0.046667,0.63228,False,False,False,True,False,False,False,High
16266,chr15,75063828,75063847,"pt212_hi,pt214_hi,pt226_hi","pt212_hi_12503,pt214_hi_14141,pt226_hi_9447",+,3,3,3,0,16266,0.0,0.0,9.48768833169783,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.755946125244076,2.0,0.0,0.0,0.0,0.0,18.016995610187447,2.0,Intergenic,20552,ENSG00000138621,PPCDC,phosphopantothenoylcysteine decarboxylase,protein-coding,Intergeni,0.008333,0.449251,False,False,False,False,False,False,False,High
16350,chr15,78540763,78540790,"pt212_hi,pt214_hi,pt87_hi","pt212_hi_12519,pt214_hi_14161,pt87_hi_13119",+,3,3,3,0,16350,0.0,0.0,4.02342776067484,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.892205694456552,4.0,2.7080548666031223,2.0,promoter-TSS (NM_001330676),91,ENSG00000041357,PSMA4,proteasome subunit alpha 4,protein-coding,promoter-TSS,0.091667,0.677205,False,False,False,True,False,False,False,High
16351,chr15,78544914,78544932,"pt212_hi,pt221_hi","pt212_hi_12520,pt221_hi_8739",+,2,2,2,0,16351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3308822374547415,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45738606900668,2.0,"exon (NM_001102668, exon 5 of 8)",4237,ENSG00000041357,PSMA4,proteasome subunit alpha 4,protein-coding,exon,0.011667,0.381032,False,False,False,True,False,False,False,High
16353,chr15,78548824,78548828,"pt212_hi,pt214_hi","pt212_hi_12521,pt214_hi_14162",+,2,2,2,0,16353,0.0,0.0,4.53416890078832,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38691312264707,3.0,"exon (NM_001102668, exon 8 of 8)",8140,ENSG00000041357,PSMA4,proteasome subunit alpha 4,protein-coding,exon,0.01,0.357737,False,False,False,True,False,False,False,High
16367,chr15,78927760,78927774,"pt226_hi,pt87_hi","pt226_hi_9675,pt87_hi_13421",-,2,2,2,0,16367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32870961743914,2.0,0.0,0.0,10.930801069148483,4.0,0.0,0.0,"exon (NM_004390, exon 9 of 12)",17331,ENSG00000103811,CTSH,cathepsin H,protein-coding,exon,0.015,0.549085,False,False,False,False,False,False,False,High
16386,chr15,79970974,79970991,"pt212_hi,pt214_hi,pt226_hi","pt212_hi_12792,pt214_hi_14465,pt226_hi_9682",-,3,3,3,0,16386,0.0,0.0,3.79089985518905,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.285993210493642,3.0,0.0,0.0,0.0,0.0,19.285590679108985,5.0,"exon (NM_001114735, exon 1 of 3)",213,ENSG00000140379,BCL2A1,BCL2 related protein A1,protein-coding,exon,0.01,0.424293,False,True,False,False,False,False,False,High
16492,chr15,89184478,89184489,"pt212_hi,pt226_hi,pt87_hi","pt212_hi_12819,pt226_hi_9704,pt87_hi_13456",-,3,3,3,0,16492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01181995046211,6.0,0.0,0.0,15.327219991878728,2.0,14.061134817147138,3.0,"intron (NM_007011, intron 10 of 14)",37095,ENSG00000140522,RLBP1,retinaldehyde binding protein 1,protein-coding,intron,0.011667,0.522463,True,True,True,False,True,True,False,High
16493,chr15,89186637,89186671,"pt212_hi,pt87_hi","pt212_hi_12820,pt87_hi_13457",-,2,2,2,0,16493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3271623309517766,3.0,3.5238629814681044,3.0,"intron (NM_007011, intron 11 of 14)",34925,ENSG00000140522,RLBP1,retinaldehyde binding protein 1,protein-coding,intron,0.018333,0.502496,True,True,True,False,True,True,False,High
16496,chr15,89221564,89221596,"pt212_hi,pt214_hi","pt212_hi_12821,pt214_hi_14499",-,2,2,2,0,16496,0.0,0.0,2.4910697286973,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64612180066223,2.0,promoter-TSS (NM_000326),-1,ENSG00000140522,RLBP1,retinaldehyde binding protein 1,protein-coding,promoter-TSS,0.02,0.600666,True,True,True,False,True,True,False,High
16503,chr15,89754964,89754989,"pt212_hi,pt214_hi","pt212_hi_12824,pt214_hi_14506",-,2,2,2,0,16503,0.0,0.0,2.2710346664040695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.639493881976792,2.0,Intergenic,-3668,ENSG00000166823,MESP1,mesoderm posterior bHLH transcription factor 1,protein-coding,Intergeni,0.011667,0.484193,False,True,False,False,False,False,False,High
16580,chr15,92889787,92889804,"pt212_hi,pt226_hi,pt87_hi","pt212_hi_12574,pt226_hi_9507,pt87_hi_13175",+,3,3,3,0,16580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5940712148777454,2.0,0.0,0.0,4.54068088558631,2.0,4.543582332960862,2.0,"intron (NR_037602, intron 3 of 4)",6500,,LINC01578,long intergenic non-protein coding RNA 1578,ncRNA,intron,0.008333,0.361065,False,False,False,False,False,False,False,High
16600,chr15,93002204,93002243,"pt212_hi,pt214_hi,pt87_hi","pt212_hi_12576,pt214_hi_14217,pt87_hi_13177",+,3,3,3,0,16600,0.0,0.0,3.7717417701162,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410711470304543,2.0,5.305271280343412,2.0,"exon (NM_001271, exon 33 of 39)",70932,ENSG00000182175,RGMA,repulsive guidance molecule BMP co-receptor a,protein-coding,exon,0.005,0.387687,False,False,False,False,False,False,False,High
16639,chr15,99058876,99058896,"pt212_hi,pt87_hi","pt212_hi_12837,pt87_hi_13479",-,2,2,2,0,16639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.847294921392253,3.0,2.305890456629442,2.0,Intergenic,44182,,LUNAR1,leukemia-associated non-coding IGF1R activator RNA 1,ncRNA,Intergeni,0.101667,0.673877,False,False,False,False,False,False,False,High
16669,chr15,101070724,101070747,"pt214_hi,pt226_hi,pt87_hi","pt214_hi_14530,pt226_hi_9715,pt87_hi_13482",-,3,3,3,0,16669,0.0,0.0,3.6346681412765633,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.809241893416296,2.0,0.0,0.0,5.686619646646166,4.0,0.0,0.0,"3' UTR (NM_024652, exon 34 of 34)",151379,ENSG00000154237,LRRK1,leucine rich repeat kinase 1,protein-coding,3' UTR,0.006667,0.455907,False,False,False,False,False,False,False,High
16699,chr16,190070,190084,"pt226_hi,pt87_hi","pt226_hi_10083,pt87_hi_13968",-,2,2,2,0,16699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69446944533275,2.0,0.0,0.0,4.25151876377805,2.0,0.0,0.0,"exon (NM_001320226, exon 9 of 10)",9618,ENSG00000086506,HBQ1,hemoglobin subunit theta 1,protein-coding,exon,0.043333,0.519135,True,False,False,False,False,False,True,High
16706,chr16,234715,234742,"pt214_hi,pt87_hi","pt214_hi_15028,pt87_hi_13970",-,2,2,2,0,16706,0.0,0.0,2.4847172623911,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.513640604304913,2.0,0.0,0.0,promoter-TSS (NM_001284497),-92,ENSG00000167930,FAM234A,family with sequence similarity 234 member A,protein-coding,promoter-TSS,0.111667,0.715474,False,False,False,True,False,False,False,High
16765,chr16,1261691,1261711,"pt212_hi,pt214_hi,pt221_hi","pt212_hi_13294,pt214_hi_15043,pt221_hi_9312",-,3,3,3,0,16765,0.0,0.0,5.16103916380358,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.217158433575016,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.242240776244484,3.0,Intergenic,5632,ENSG00000095917,TPSD1,tryptase delta 1,protein-coding,Intergeni,0.041667,0.572379,False,True,False,False,False,False,False,High
16767,chr16,1288515,1288545,"pt212_hi,pt214_hi,pt221_hi,pt226_hi","pt212_hi_13296,pt214_hi_15044,pt221_hi_9313,pt226_hi_10094",-,4,4,4,0,16767,0.0,0.0,4.1472163627289,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4024130467741527,6.0,3.536548369128558,3.0,0.0,0.0,0.0,0.0,6.04966820688867,3.0,Intergenic,-20622,ENSG00000103275,UBE2I,ubiquitin conjugating enzyme E2 I,protein-coding,Intergeni,0.043333,0.672213,False,False,False,True,False,False,False,High
16780,chr16,1379010,1379020,"pt214_hi,pt226_hi,pt87_hi","pt214_hi_15046,pt226_hi_10098,pt87_hi_13986",-,3,3,3,0,16780,0.0,0.0,3.95538431369579,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9959123932172,2.0,0.0,0.0,3.023545915064523,2.0,0.0,0.0,"intron (NR_160278, intron 10 of 15)",637,ENSG00000059145,UNKL,unk like zinc finger,protein-coding,intron,0.091667,0.69218,False,False,False,False,False,False,False,High
16790,chr16,1592548,1592582,"pt212_hi,pt214_hi,pt87_hi","pt212_hi_13301,pt214_hi_15051,pt87_hi_13991",-,3,3,3,0,16790,0.0,0.0,3.9633578221207695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410711470304543,2.0,2.912491990641156,3.0,"exon (NM_014714, exon 5 of 31)",12038,ENSG00000260989,LOC105371046,uncharacterized LOC105371046,ncRNA,exon,0.031667,0.63228,False,False,False,False,False,False,False,High
16802,chr16,1705573,1705593,"pt214_hi,pt87_hi","pt214_hi_14571,pt87_hi_13516",+,2,2,2,0,16802,0.0,0.0,2.99535560068518,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.175614173482983,2.0,0.0,0.0,promoter-TSS (NM_001318852),-600,ENSG00000138834,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,protein-coding,promoter-TSS,0.05,0.514143,False,False,False,False,False,False,False,High
16847,chr16,1981430,1981445,"pt212_hi,pt214_hi,pt226_hi","pt212_hi_13315,pt214_hi_15067,pt226_hi_10117",-,3,3,3,0,16847,0.0,0.0,14.666235536465749,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.780455102978481,3.0,0.0,0.0,0.0,0.0,3.2819361759965,3.0,promoter-TSS (NM_172168),31,ENSG00000196408,NOXO1,NADPH oxidase organizer 1,protein-coding,promoter-TSS,0.011667,0.569052,False,False,False,False,False,False,False,High
16849,chr16,1981525,1981539,"pt212_hi,pt214_hi","pt212_hi_13316,pt214_hi_15068",-,2,2,2,0,16849,0.0,0.0,4.215588534997852,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7867940909691895,3.0,promoter-TSS (NM_172168),-63,ENSG00000196408,NOXO1,NADPH oxidase organizer 1,protein-coding,promoter-TSS,0.013333,0.557404,False,False,False,False,False,False,False,High
16863,chr16,2043108,2043112,"pt214_hi,pt226_hi,pt87_hi","pt214_hi_15069,pt226_hi_10118,pt87_hi_14011",-,3,3,3,0,16863,0.0,0.0,6.60324743325659,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.118071872416086,2.0,0.0,0.0,6.65492340646651,2.0,0.0,0.0,"intron (NM_002528, intron 4 of 5)",4724,ENSG00000065057,NTHL1,nth like DNA glycosylase 1,protein-coding,intron,0.013333,0.608985,False,False,False,False,False,False,False,High
16864,chr16,2043137,2043144,"pt212_hi,pt214_hi,pt221_hi,pt87_hi","pt212_hi_13318,pt214_hi_15070,pt221_hi_9336,pt87_hi_14012",-,4,4,4,0,16864,0.0,0.0,11.194388744936388,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.326727061097649,7.0,0.0,0.0,0.0,0.0,3.66064185498662,2.0,6.979573244002239,2.0,"intron (NM_002528, intron 4 of 5)",4693,ENSG00000065057,NTHL1,nth like DNA glycosylase 1,protein-coding,intron,0.016667,0.615641,False,False,False,False,False,False,False,High
16867,chr16,2043276,2043287,"pt214_hi,pt87_hi","pt214_hi_15071,pt87_hi_14015",-,2,2,2,0,16867,0.0,0.0,3.6605885821799697,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5614353981845,2.0,0.0,0.0,"intron (NM_002528, intron 4 of 5)",4552,ENSG00000065057,NTHL1,nth like DNA glycosylase 1,protein-coding,intron,0.02,0.627288,False,False,False,False,False,False,False,High
16877,chr16,2047735,2047753,"pt214_hi,pt87_hi","pt214_hi_15080,pt87_hi_14021,pt87_hi_14022",-,2,2,2,0,16877,0.0,0.0,5.73410714694956,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.280144822155844,4.0,0.0,0.0,promoter-TSS (NM_001363528),90,ENSG00000065057,NTHL1,nth like DNA glycosylase 1,protein-coding,promoter-TSS,0.115,0.728785,False,False,False,False,False,False,False,High
16895,chr16,2208502,2208509,"pt214_hi,pt226_hi","pt214_hi_14596,pt226_hi_9764",+,2,2,2,0,16895,0.0,0.0,4.854015092651561,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.326895867540364,4.0,0.0,0.0,0.0,0.0,0.0,0.0,TTS (NM_182563),2562,ENSG00000182685,BRICD5,BRICHOS domain containing 5,protein-coding,TTS,0.041667,0.66223,False,False,False,False,False,False,False,High
16905,chr16,2276285,2276308,"pt221_hi,pt226_hi","pt221_hi_9345,pt226_hi_10126",-,2,2,2,0,16905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.318416701999832,9.0,3.1730965428852196,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"3' UTR (NM_001089, exon 33 of 33)",1677,ENSG00000264004,MIR4717,microRNA 4717,ncRNA,3' UTR,0.035,0.570715,False,False,False,False,False,False,False,High
16909,chr16,2339788,2339804,"pt212_hi,pt214_hi,pt87_hi","pt212_hi_13332,pt214_hi_15087,pt87_hi_14034",-,3,3,3,0,16909,0.0,0.0,2.402885750487319,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.180139787260531,2.0,4.45676425036027,2.0,"intron (NM_001089, intron 1 of 32)",932,ENSG00000167972,ABCA3,ATP binding cassette subfamily A member 3,protein-coding,intron,0.11,0.68386,False,False,False,False,False,False,False,High
16917,chr16,2341146,2341156,"pt212_hi,pt214_hi,pt221_hi","pt212_hi_12893,pt214_hi_14600,pt221_hi_9009",+,3,3,3,0,16917,0.0,0.0,8.798380084402769,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4342658031967868,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21404908106767,3.0,promoter-TSS (NM_001089),229,ENSG00000238098,ABCA17P,"ATP binding cassette subfamily A member 17, pseudogene",pseudo,promoter-TSS,0.126667,0.733777,True,False,False,False,False,False,True,High
16932,chr16,2519673,2519682,"pt212_hi,pt226_hi","pt212_hi_12899,pt226_hi_9770",+,2,2,2,0,16932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5007328116641467,5.0,0.0,0.0,0.0,0.0,19.29190312806636,2.0,promoter-TSS (NM_001330449),-693,ENSG00000162066,AMDHD2,amidohydrolase domain containing 2,protein-coding,promoter-TSS,0.058333,0.643927,False,False,False,False,False,False,False,High
16944,chr16,2720213,2720224,"pt226_hi,pt87_hi","pt226_hi_10129,pt87_hi_14039",-,2,2,2,0,16944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.231339701399311,2.0,0.0,0.0,4.223568244529313,2.0,0.0,0.0,promoter-TSS (NM_031948),5,ENSG00000172382,PRSS27,serine protease 27,protein-coding,promoter-TSS,0.065,0.615641,False,True,False,False,False,False,False,High
16952,chr16,2761825,2761849,"pt212_hi,pt214_hi","pt212_hi_12906,pt214_hi_14612",+,2,2,2,0,16952,0.0,0.0,3.96002263405688,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5522566603760524,2.0,"exon (NM_016333, exon 11 of 15)",9199,ENSG00000167978,SRRM2,serine/arginine repetitive matrix 2,protein-coding,exon,0.025,0.505824,False,False,False,False,False,False,False,High
16977,chr16,2858160,2858171,"pt212_hi,pt214_hi,pt221_hi,pt226_hi","pt212_hi_13337,pt214_hi_15091,pt221_hi_9347,pt226_hi_10131",-,4,4,4,0,16977,0.0,0.0,9.94827457929539,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.316490176284235,5.0,3.6827819694983353,3.0,0.0,0.0,0.0,0.0,14.645640087103711,2.0,promoter-TSS (NM_022119),4,ENSG00000005001,PRSS22,serine protease 22,protein-coding,promoter-TSS,0.033333,0.668885,False,False,False,False,False,False,False,High
